"SampleName","Strain","Replicate","Barcode","Strain_Rep","library_size","detected_genes","log_library_size","exclude_low_library","exclude_low_detected","exclude_missing_design","keep_sample","exclusion_reason","alignment_status"
"N2_III_40S","N2","III","40S","N2_III",552388,6786,13.2220059768925,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_41S","N2","III","41S","N2_III",1586362,11522,14.2769539022952,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_42S","N2","III","42S","N2_III",1031519,8468,13.8465430311008,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_43S","N2","III","43S","N2_III",930521,7499,13.7434999233213,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_44S","N2","III","44S","N2_III",848402,7357,13.6511098590485,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_45S","N2","III","45S","N2_III",1029161,7841,13.8442544651622,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_46S","N2","III","46S","N2_III",1196503,10207,13.9949136936404,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_47S","N2","III","47S","N2_III",936326,7679,13.7497189854189,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_48S","N2","III","48S","N2_III",612028,6451,13.3245333120819,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_5S","N2","III","5S","N2_III",1021529,7261,13.8368110824599,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_6S","N2","III","6S","N2_III",871769,7563,13.6782797595398,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_7S","N2","III","7S","N2_III",787579,7214,13.5767189621108,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"N2_III_9S","N2","III","9S","N2_III",941506,8092,13.7552359998684,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_10S","daf2","III","10S","daf2_III",1503959,9132,14.223611522482,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_11S","daf2","III","11S","daf2_III",890806,7751,13.6998819498613,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_13S","daf2","III","13S","daf2_III",1178266,8450,13.9795544241548,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_14S","daf2","III","14S","daf2_III",1581113,8706,14.2736395873883,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_15S","daf2","III","15S","daf2_III",1305509,8423,14.0821035610079,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_16S","daf2","III","16S","daf2_III",1882544,9303,14.448134611557,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_17S","daf2","III","17S","daf2_III",1398019,8770,14.1505667925276,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_18S","daf2","III","18S","daf2_III",1652438,8991,14.3177623310934,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_19S","daf2","III","19S","daf2_III",1440610,8690,14.1805771929654,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_1S","daf2","III","1S","daf2_III",953349,8379,13.7677363275593,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_20S","daf2","III","20S","daf2_III",1313620,8350,14.0882972428994,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_22S","daf2","III","22S","daf2_III",1405981,8912,14.1562458377479,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_23S","daf2","III","23S","daf2_III",1047218,7909,13.8616476821238,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_24S","daf2","III","24S","daf2_III",1085387,7741,13.8974471633884,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_25S","daf2","III","25S","daf2_III",1666226,8777,14.3260717467704,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_26S","daf2","III","26S","daf2_III",1484264,8485,14.2104295844617,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_27S","daf2","III","27S","daf2_III",1458328,8736,14.1928011319562,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_28S","daf2","III","28S","daf2_III",1815874,9216,14.4120774524763,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_2S","daf2","III","2S","daf2_III",405679,7063,12.9133174854688,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_30S","daf2","III","30S","daf2_III",1917373,9423,14.4664665779571,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_31S","daf2","III","31S","daf2_III",1900138,9297,14.4574370730781,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_32S","daf2","III","32S","daf2_III",1792125,9345,14.3989126245486,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_33S","daf2","III","33S","daf2_III",1336738,8291,14.1057428757742,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_34S","daf2","III","34S","daf2_III",1620215,8782,14.298069414452,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_35S","daf2","III","35S","daf2_III",3669493,10721,15.1155640633486,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_36S","daf2","III","36S","daf2_III",763215,7457,13.5452950530111,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_37S","daf2","III","37S","daf2_III",1731022,9062,14.3642225434941,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_38S","daf2","III","38S","daf2_III",2001077,9557,14.5091960935851,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_39S","daf2","III","39S","daf2_III",2054678,9606,14.5356297026376,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_3S","daf2","III","3S","daf2_III",1604659,8980,14.288421830914,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_40S","daf2","III","40S","daf2_III",1685240,8858,14.3374185448604,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_41S","daf2","III","41S","daf2_III",1637032,10768,14.3083954041158,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_42S","daf2","III","42S","daf2_III",1502357,9314,14.2225457661533,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_43S","daf2","III","43S","daf2_III",1115742,8264,13.9250302124008,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_44S","daf2","III","44S","daf2_III",1388297,8635,14.1435883741043,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_45S","daf2","III","45S","daf2_III",1549910,8883,14.2537074226935,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_46S","daf2","III","46S","daf2_III",1410259,8623,14.159283933429,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_47S","daf2","III","47S","daf2_III",1522169,9905,14.2356468493472,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_48S","daf2","III","48S","daf2_III",1075983,7700,13.8887452203226,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_6S","daf2","III","6S","daf2_III",1313718,8372,14.0883718431221,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_7S","daf2","III","7S","daf2_III",1080365,8159,13.8928095049667,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_8S","daf2","III","8S","daf2_III",856516,7251,13.660628277249,FALSE,FALSE,FALSE,TRUE,"retained","matched"
"daf2_III_9S","daf2","III","9S","daf2_III",1065942,8613,13.8793694732221,FALSE,FALSE,FALSE,TRUE,"retained","matched"
